City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
591,Havre-Saint-Pierre,50.2334,-63.5986,48.2,40,1,8.05,CA,2021-04-25 19:43:27
592,Grand Baie,-20.0182,57.5802,78.01,82,100,7.0,MU,2021-04-25 19:43:28
593,Ziarat,30.3823,67.7282,57.47,34,0,1.68,PK,2021-04-25 19:40:40
594,Rocha,-34.4833,-54.3333,63.54,73,81,14.03,UY,2021-04-25 19:42:59
595,Dois Vizinhos,-25.7336,-53.0572,69.87,66,55,4.14,BR,2021-04-25 19:43:28
596,Edea,3.8,10.1333,84.2,79,20,4.61,CM,2021-04-25 19:43:29
597,Alihe,50.5667,123.7167,41.29,49,100,2.98,CN,2021-04-25 19:43:29
598,Chimoio,-19.1164,33.4833,69.8,94,20,6.91,MZ,2021-04-25 19:43:30
599,Curanilahue,-37.4667,-73.35,65.12,53,0,8.21,CL,2021-04-25 19:43:31
600,Marsa Matruh,31.3525,27.2453,64.4,82,40,12.66,EG,2021-04-25 19:43:32
601,Togur,58.3631,82.8265,33.13,99,97,2.95,RU,2021-04-25 19:43:32
602,Huilong,31.8111,121.655,64.0,75,39,7.76,CN,2021-04-25 19:43:32
603,Tiarei,-17.5333,-149.3333,84.2,70,40,8.05,PF,2021-04-25 19:43:33
604,Bereda,43.2686,-7.5406,57.99,100,100,1.01,ES,2021-04-25 19:43:34
605,Mehran,33.1222,46.1646,66.2,27,0,4.61,IR,2021-04-25 19:43:34
606,Kutum,14.2,24.6667,80.82,15,18,7.87,SD,2021-04-25 19:40:02
607,Wajima,37.4,136.9,47.39,47,5,14.52,JP,2021-04-25 19:43:36
608,Kalga,50.9251,118.898,43.21,33,100,3.42,RU,2021-04-25 19:43:37
609,Nchelenge,-9.3451,28.734,72.19,77,89,3.85,ZM,2021-04-25 19:43:37
610,Udachnyy,66.4167,112.4,7.88,91,100,23.82,RU,2021-04-25 19:40:49
611,Rogatica,43.8008,19.0025,55.4,38,0,2.3,BA,2021-04-25 19:43:38
612,Seydi,39.4816,62.9137,74.66,19,76,18.72,TM,2021-04-25 19:43:38
613,Willowmore,-33.2926,23.4895,73.15,27,100,3.76,ZA,2021-04-25 19:43:38
614,Iskilip,40.7353,34.4739,48.36,82,25,6.8,TR,2021-04-25 19:43:39
615,Trat,12.5,102.5,82.0,99,96,0.76,TH,2021-04-25 19:43:39
616,Kosh-Agach,50.0,88.6667,19.22,63,14,0.6,RU,2021-04-25 19:43:40
617,Excelsior Springs,39.3392,-94.2261,73.0,37,1,10.36,US,2021-04-25 19:43:40
618,Kirkwall,58.9848,-2.9587,42.8,87,100,4.61,GB,2021-04-25 19:42:57
619,Cayenne,4.9333,-52.3333,84.2,74,75,11.5,GF,2021-04-25 19:43:42
620,Saint Anthony,45.0205,-93.218,46.4,36,90,12.66,US,2021-04-25 19:43:42
621,Port Macquarie,-31.4333,152.9167,55.0,97,9,1.99,AU,2021-04-25 19:40:53
622,Sibenik,43.7272,15.9058,60.8,33,0,8.05,HR,2021-04-25 19:43:42
623,Kahului,20.8947,-156.47,80.6,61,20,16.11,US,2021-04-25 19:43:43
624,Russell,32.3502,-85.1999,75.2,43,1,8.05,US,2021-04-25 19:43:44
625,Ginir,7.1333,40.7,58.42,93,88,4.29,ET,2021-04-25 19:43:44
626,Teodoro Sampaio,-22.5325,-52.1675,79.52,47,100,10.83,BR,2021-04-25 19:43:44
627,Tomohon,1.3346,124.8392,73.4,100,20,2.3,ID,2021-04-25 19:43:44
628,Coari,-4.085,-63.1414,81.25,83,96,1.05,BR,2021-04-25 19:43:45
629,Finnsnes,69.2296,17.9811,33.8,80,75,1.14,NO,2021-04-25 19:43:45
630,Ambalavao,-21.8333,46.9333,62.74,89,87,4.41,MG,2021-04-25 19:43:45
631,Auki,-8.7676,160.7034,79.23,87,58,0.83,SB,2021-04-25 19:43:46
632,Non Sang,16.8687,102.5664,84.99,78,67,2.3,TH,2021-04-25 19:43:46
633,La Peca,-5.6111,-78.435,84.07,54,81,4.27,PE,2021-04-25 19:43:47
634,Kloulklubed,7.0419,134.2556,77.0,88,90,10.36,PW,2021-04-25 19:41:45
635,Nokha,27.6,73.4167,82.29,12,0,7.07,IN,2021-04-25 19:43:48
636,Luoyang,34.6836,112.4536,54.27,81,100,3.78,CN,2021-04-25 19:43:48
637,Caracuaro,19.0106,-101.1264,101.01,13,99,5.64,MX,2021-04-25 19:43:49
638,Harrisonville,38.6533,-94.3488,73.4,35,1,14.97,US,2021-04-25 19:43:49
639,Jasper,37.2001,-94.3502,73.99,40,1,17.27,US,2021-04-25 19:43:49
640,Xuddur,4.1213,43.8894,78.85,63,95,12.08,SO,2021-04-25 19:43:49
641,Palmas,-10.2128,-48.3603,73.4,94,75,4.61,BR,2021-04-25 19:43:51
642,Houma,29.5958,-90.7195,79.0,50,1,4.61,US,2021-04-25 19:43:51
643,Linjiang,41.8069,126.9078,39.25,43,98,2.13,CN,2021-04-25 19:43:52
644,Faro,37.0194,-7.9322,66.2,82,20,6.91,PT,2021-04-25 19:40:54
645,Gazojak,41.1875,61.4036,71.44,15,0,17.09,TM,2021-04-25 19:43:52
646,Andapa,-14.65,49.65,66.27,97,99,2.39,MG,2021-04-25 19:43:53
647,Brae,60.3964,-1.353,44.6,87,20,8.05,GB,2021-04-25 19:43:53
648,Komsomolskiy,40.4272,71.7189,62.6,42,0,6.91,UZ,2021-04-25 19:39:16
649,Uruzgan,32.8333,66.0,65.52,13,43,1.45,AF,2021-04-25 19:43:54
650,Waterfoot,53.6929,-2.2525,52.0,69,5,7.0,GB,2021-04-25 19:43:54
651,Isiro,2.7739,27.616,66.87,99,100,1.99,CD,2021-04-25 19:43:55
652,Naberera,-4.2,36.9333,62.8,96,94,7.72,TZ,2021-04-25 19:43:55
653,Port Keats,-14.25,129.55,74.57,42,100,5.53,AU,2021-04-25 19:43:56
654,Saint-Francois,46.4154,3.9054,62.6,45,0,6.91,FR,2021-04-25 19:43:57
655,Cabinda,-5.55,12.2,79.3,84,18,5.48,AO,2021-04-25 19:43:57
656,Elizabeth City,36.2946,-76.2511,64.4,59,90,16.11,US,2021-04-25 19:43:57
657,Caceres,39.522,-6.3748,55.96,91,100,5.41,ES,2021-04-25 19:43:58
658,Jiangyou,31.7667,104.7167,57.25,89,100,3.44,CN,2021-04-25 19:43:58
659,Atambua,-9.1061,124.8925,68.92,83,14,5.21,ID,2021-04-25 19:43:59
660,Starkville,33.4504,-88.8184,73.0,46,1,4.61,US,2021-04-25 19:43:59
661,Benguela,-12.5763,13.4055,79.65,81,47,5.84,AO,2021-04-25 19:42:52
662,Ejura,7.3856,-1.3562,79.92,74,90,5.1,GH,2021-04-25 19:44:00
663,Sabang,5.8933,95.3214,81.79,75,94,12.5,ID,2021-04-25 19:44:00
664,Maceio,-9.6658,-35.7353,84.2,65,20,9.22,BR,2021-04-25 19:38:17
665,Escarcega,18.6089,-90.7454,104.05,23,14,3.67,MX,2021-04-25 19:44:01
666,Sinnamary,5.3833,-52.95,80.96,82,54,11.95,GF,2021-04-25 19:42:28
667,Madang,-5.2246,145.7966,74.21,92,100,6.51,PG,2021-04-25 19:44:02
668,Rehoboth,-23.3167,17.0833,68.88,31,56,7.67,NA,2021-04-25 19:44:03
669,Hernani,43.2662,-1.9762,66.2,72,0,4.23,ES,2021-04-25 19:44:04
670,Harer,9.3094,42.1258,62.6,82,100,4.12,ET,2021-04-25 19:44:04
671,Berbera,10.4396,45.0143,85.6,72,100,14.81,SO,2021-04-25 19:40:03
672,Lamu,-2.2717,40.902,81.81,79,78,12.37,KE,2021-04-25 19:44:05
673,Bijie,27.3125,105.2942,50.09,89,100,4.36,CN,2021-04-25 19:44:05
674,Yelizovo,53.1873,158.3805,33.8,100,90,4.47,RU,2021-04-25 19:44:05
675,Samarai,-10.6167,150.6667,82.47,78,94,12.01,PG,2021-04-25 19:44:06
676,Mezen,65.8522,44.24,42.39,85,100,5.3,RU,2021-04-25 19:44:07
677,Kodinsk,58.6881,99.1844,34.84,97,100,7.23,RU,2021-04-25 19:44:07
678,Camacha,33.0833,-16.3333,64.4,77,75,20.71,PT,2021-04-25 19:44:08
679,Nang Rong,14.6377,102.7914,84.99,89,11,4.9,TH,2021-04-25 19:44:08
680,Hobyo,5.3505,48.5268,84.24,63,36,10.56,SO,2021-04-25 19:44:09
681,Llanes,43.4198,-4.7549,58.32,95,100,4.03,ES,2021-04-25 19:44:09
682,Bagdarin,54.4333,113.6,35.94,98,100,3.94,RU,2021-04-25 19:44:09
683,Amapa,1.0,-52.0,71.4,98,100,5.5,BR,2021-04-25 19:44:10
684,Kuah,6.3265,99.8432,80.6,94,20,10.51,MY,2021-04-25 19:44:11
685,Santa Cruz,-17.8,-63.1667,77.0,53,75,19.57,BO,2021-04-25 19:43:21
686,Glendive,47.1053,-104.7125,48.99,53,90,8.05,US,2021-04-25 19:44:11
687,Jodhpur,26.2867,73.03,84.69,9,0,7.45,IN,2021-04-25 19:44:12
688,Parkersburg,39.2667,-81.5615,63.0,51,90,6.91,US,2021-04-25 19:42:23
689,Assiniboia,49.6334,-105.9845,39.2,60,100,12.66,CA,2021-04-25 19:44:12
690,Fereydun Kenar,36.6864,52.5225,61.59,75,29,4.85,IR,2021-04-25 19:44:13
691,Butte,39.6499,-121.5677,57.2,58,90,18.41,US,2021-04-25 19:44:13
692,Kapit,2.0167,112.9333,73.33,99,100,1.14,MY,2021-04-25 19:44:14
693,Buin,-33.7333,-70.75,78.8,27,0,5.75,CL,2021-04-25 19:44:16
694,Rapid City,44.0805,-103.231,57.99,44,40,6.91,US,2021-04-25 19:42:59
695,Dese,11.1333,39.6333,55.83,83,100,2.28,ET,2021-04-25 19:44:16
696,Agadir,30.4202,-9.5982,66.2,72,40,12.66,MA,2021-04-25 19:42:51
697,Road Town,18.4167,-64.6167,84.2,58,40,9.22,VG,2021-04-25 19:44:16
698,Varhaug,58.6147,5.6457,41.0,75,8,4.0,NO,2021-04-25 19:41:15
699,Chifeng,42.2683,118.9636,49.95,31,100,6.53,CN,2021-04-25 19:44:17
700,Sorland,67.667,12.6934,37.4,70,75,8.05,NO,2021-04-25 19:40:11
701,Binga,-17.6203,27.3414,73.69,58,92,1.34,ZW,2021-04-25 19:44:17
702,Zile,40.3031,35.8864,44.6,81,75,6.91,TR,2021-04-25 19:44:18
703,Lufkin,31.3382,-94.7291,81.0,47,1,4.61,US,2021-04-25 19:44:19
704,Grand Gaube,-20.0064,57.6608,78.01,82,100,8.99,MU,2021-04-25 19:44:19
705,Kysyl-Syr,63.8986,122.7617,32.92,99,100,3.87,RU,2021-04-25 19:44:20
706,Jalu,29.0331,21.5482,67.06,58,0,16.37,LY,2021-04-25 19:44:20
707,Altay,47.8667,88.1167,29.26,35,3,8.61,CN,2021-04-25 19:44:21
708,Antofagasta,-23.65,-70.4,70.0,55,0,11.5,CL,2021-04-25 19:42:20
709,Coolum Beach,-26.5333,153.1,61.0,96,34,1.01,AU,2021-04-25 19:41:10
710,Sonkovo,57.7782,37.1571,33.48,84,100,15.75,RU,2021-04-25 19:44:22
711,Kano,12.0001,8.5167,89.6,33,20,4.5,NG,2021-04-25 19:44:23
